[imgcut]
0
ui_battle_multi_reel.png
52
420,203,6,6,背景：アイコン用
430,203,6,6,背景：効果名用
439,202,26,25,Rボタン：有効
466,202,26,25,Rボタン：ハイライト
440,229,30,30,ルーレットランプ：点灯
472,229,30,30,ルーレットランプ：ハイライト
2,2,40,40,アイコン：ふっとばし
2,44,40,40,アイコン：癒やし
2,86,40,40,アイコン：生産回復
2,128,40,40,アイコン：にゃんこ砲
2,170,40,40,アイコン：生産短縮
2,212,40,40,アイコン：働き増加
2,254,40,40,アイコン：コストダウン
2,296,40,40,アイコン：お金マックス
2,338,40,40,アイコン：スロウ
2,380,40,40,アイコン：ストップ
2,422,40,40,アイコン：攻撃力アップ
2,464,40,40,アイコン：体力アップ
222,2,40,40,アイコン：移動アップ
222,44,40,40,アイコン：プチベビーラッシュ
44,2,173,40,効果名：ふっとばし
44,44,173,40,効果名：癒やし
44,86,173,40,効果名：生産回復
44,128,173,40,効果名：にゃんこ砲
44,170,173,40,効果名：生産短縮
44,212,173,40,効果名：働き増加
44,254,173,40,効果名：コストダウン
44,296,173,40,効果名：お金マックス
44,338,173,40,効果名：スロウ
44,380,173,40,効果名：ストップ
44,422,173,40,効果名：攻撃力アップ
44,464,173,40,効果名：体力アップ
264,2,173,40,効果名：移動アップ
264,44,173,40,効果名：プチベビーラッシュ
241,337,47,47,発動エフェクト：ふっとばし
289,337,47,47,発動エフェクト：癒やし
337,337,47,47,発動エフェクト：生産回復
385,337,47,47,発動エフェクト：にゃんこ砲
433,337,47,47,発動エフェクト：生産短縮
241,385,47,47,発動エフェクト：働き増加
289,385,47,47,発動エフェクト：コストダウン
337,385,47,47,発動エフェクト：お金マックス
385,385,47,47,発動エフェクト：スロウ
433,385,47,47,発動エフェクト：ストップ
241,433,47,47,発動エフェクト：攻撃力アップ
289,433,47,47,発動エフェクト：体力アップ
337,433,47,47,発動エフェクト：移動アップ
385,433,47,47,発動エフェクト：プチベビーラッシュ
349,260,30,21,レベル１
391,260,30,21,レベル２
431,260,30,21,レベル３
471,260,30,21,レベルマックス
